CellID,SpotID,CellType
V17034,S1896,Polydendrocyte
V17035,S4473,Cajal Retzius
V17036,S2241,Astrocyte
V17037,S2837,Microglia
V17038,S2172,Entorhinal
V17039,S2314,Cajal Retzius
V17040,S3514,Neurogenesis
V17041,S893,Ependyma
V17042,S2536,Dentate
V17043,S1610,Ependyma
V17044,S618,Microglia
V17045,S3268,Neurogenesis
V17046,S2138,Cajal Retzius
V17047,S4234,Cajal Retzius
V17048,S173,Sic17ab
V17049,S4053,Cajal Retzius
V17050,S1887,Cajal Retzius
V17051,S1550,Microglia
V17052,S4341,Fibroblast
V17053,S4077,Ependyma
V17054,S2745,Neurogenesis
V17055,S3606,Sic17ab
V17056,S1105,Ependyma
V17057,S3307,Cajal Retzius
V17058,S2519,Microglia
V17059,S983,Microglia
V17060,S976,Microglia
V17061,S3860,Neurogenesis
V17062,S1172,Sic17ab
V17063,S4402,Endothelial
V17064,S2454,Astrocyte
V17065,S3365,Neurogenesis
V17066,S1734,Microglia
V17067,S1386,Cajal Retzius
V17068,S3257,Microglia
V17069,S1525,Sic17ab
V17070,S545,Dentate
V17071,S3887,Endothelial
V17072,S296,Ependyma
V17073,S2253,Gad2
V17074,S915,Sic17ab
V17075,S350,Cajal Retzius
V17076,S588,Cajal Retzius
V17077,S1112,Cajal Retzius
V17078,S3197,Dentate
V17079,S153,Ependyma
V17080,S767,Sic17ab
V17081,S4223,Cajal Retzius
V17082,S574,Cajal Retzius
V17083,S954,Sic17ab
V17084,S472,Cajal Retzius
V17085,S1394,Cajal Retzius
V17086,S2050,Gad2
V17087,S4262,Dentate
V17088,S838,Sic17ab
V17089,S3777,Cajal Retzius
V17090,S3971,Cajal Retzius
V17091,S981,Polydendrocyte
V17092,S2594,Oligodendrocyte
V17093,S111,Cajal Retzius
V17094,S2166,Sic17ab
V17095,S3602,Polydendrocyte
V17096,S2041,Cajal Retzius
V17097,S3398,Cajal Retzius
V17098,S1319,Polydendrocyte
V17099,S3472,Neurogenesis
V17100,S2886,Astrocyte
V17101,S3879,Dentate
V17102,S1742,Cajal Retzius
V17103,S662,Astrocyte
V17104,S2235,CA1
V17105,S3712,Cajal Retzius
V17106,S2108,Astrocyte
V17107,S688,Cajal Retzius
V17108,S1417,Astrocyte
V17109,S3234,Cajal Retzius
V17110,S3075,Ependyma
V17111,S1151,Sic17ab
V17112,S4278,Cajal Retzius
V17113,S1781,Dentate
V17114,S713,Dentate
V17115,S601,Ependyma
V17116,S2844,Oligodendrocyte
V17117,S2656,Neurogenesis
V17118,S523,Entorhinal
V17119,S2755,Polydendrocyte
V17120,S1824,Ependyma
V17121,S1660,Cajal Retzius
V17122,S4420,Cajal Retzius
V17123,S1067,Cajal Retzius
V17124,S3326,Neurogenesis
V17125,S810,Ependyma
V17126,S3046,Cajal Retzius
V17127,S1553,Microglia
V17128,S1847,Dentate
V17129,S3696,Choroid
V17130,S783,Microglia
V17131,S4074,Dentate
V17132,S3859,Dentate
V17133,S285,Dentate
V17134,S4124,Cajal Retzius
V17135,S3598,Astrocyte
V17136,S755,Dentate
V17137,S1810,Ependyma
V17138,S3285,Cajal Retzius
V17139,S1248,Microglia
V17140,S2203,CA2CA3
V17141,S1792,Astrocyte
V17142,S2023,Sic17ab
V17143,S1488,Ependyma
V17144,S3592,Cajal Retzius
V17145,S923,Dentate
V17146,S4164,Cajal Retzius
V17147,S4629,Ependyma
V17148,S288,Cajal Retzius
V17149,S3095,Oligodendrocyte
V17150,S696,Astrocyte
V17151,S3755,Ependyma
V17152,S1888,Cajal Retzius
V17153,S3987,Cajal Retzius
V17154,S4002,Neurogenesis
V17155,S2835,Ependyma
V17156,S4595,Cajal Retzius
V17157,S467,Neurogenesis
V17158,S3822,Neurogenesis
V17159,S118,Cajal Retzius
V17160,S3765,Neurogenesis
V17161,S3307,Dentate
V17162,S961,Astrocyte
V17163,S1614,Cajal Retzius
V17164,S2870,Ependyma
V17165,S2872,Ependyma
V17166,S2809,Cajal Retzius
V17167,S2956,Dentate
V17168,S2568,Fibroblast
V17169,S4001,Ependyma
V17170,S4069,Entorhinal
V17171,S388,Gad2
V17172,S1508,Cajal Retzius
V17173,S1547,Fibroblast
V17174,S2887,Cajal Retzius
V17175,S2701,Polydendrocyte
V17176,S3973,Cajal Retzius
V17177,S4287,Cajal Retzius
V17178,S4060,Choroid
V17179,S1994,Gad2
V17180,S2810,Dentate
V17181,S3930,Dentate
V17182,S1425,Astrocyte
V17183,S63,Sic17ab
V17184,S2076,Dentate
V17185,S3339,Astrocyte
V17186,S2162,Cajal Retzius
V17187,S2652,Neurogenesis
V17188,S2118,Neurogenesis
V17189,S2477,Cajal Retzius
V17190,S620,Cajal Retzius
V17191,S144,Cajal Retzius
V17192,S2917,Astrocyte
V17193,S2020,Dentate
V17194,S2996,Ependyma
V17195,S3554,Microglia
V17196,S2253,Entorhinal
V17197,S4413,Polydendrocyte
V17198,S969,Neurogenesis
V17199,S3884,Dentate
V17200,S2294,Dentate
V17201,S425,Microglia
V17202,S1041,Dentate
V17203,S4471,Entorhinal
V17204,S1700,Astrocyte
V17205,S722,Endothelial
V17206,S2030,Gad2
V17207,S2106,Microglia
V17208,S1045,Neurogenesis
V17209,S778,Entorhinal
V17210,S1121,Ependyma
V17211,S2735,Cajal Retzius
V17212,S701,Cajal Retzius
V17213,S1397,Dentate
V17214,S1733,Astrocyte
V17215,S640,Microglia
V17216,S2908,Microglia
V17217,S3181,Cajal Retzius
V17218,S3126,Cajal Retzius
V17219,S3066,Neurogenesis
V17220,S2103,Neurogenesis
V17221,S3837,Astrocyte
V17222,S2092,Microglia
V17223,S577,Cajal Retzius
V17224,S1885,Sic17ab
V17225,S3098,Dentate
V17226,S2968,Fibroblast
V17227,S3816,Cajal Retzius
V17228,S3693,Ependyma
V17229,S245,Cajal Retzius
V17230,S1169,Microglia
V17231,S3824,Ependyma
V17232,S1103,Entorhinal
V17233,S255,Cajal Retzius
V17234,S2305,Fibroblast
V17235,S691,Microglia
V17236,S4273,Ependyma
V17237,S1592,Fibroblast
V17238,S1458,Neurogenesis
V17239,S3958,Cajal Retzius
V17240,S3644,Cajal Retzius
V17241,S2490,Microglia
V17242,S903,Endothelial
V17243,S2088,Cajal Retzius
V17244,S1148,Cajal Retzius
V17245,S1382,Neurogenesis
V17246,S191,Gad2
V17247,S3012,Dentate
V17248,S2131,Astrocyte
V17249,S3020,Microglia
V17250,S219,Neurogenesis
V17251,S2460,Microglia
V17252,S629,Microglia
V17253,S1655,Entorhinal
V17254,S2478,Neurogenesis
V17255,S2575,Neurogenesis
V17256,S4220,Polydendrocyte
V17257,S1677,Cajal Retzius
V17258,S2029,Neurogenesis
V17259,S4281,Cajal Retzius
V17260,S3559,Dentate
V17261,S2883,Neurogenesis
V17262,S2403,Entorhinal
V17263,S390,Cajal Retzius
V17264,S846,Neurogenesis
V17265,S545,Entorhinal
V17266,S2065,Gad2
V17267,S1885,Neurogenesis
V17268,S4185,Cajal Retzius
V17269,S282,Entorhinal
V17270,S3880,Microglia
V17271,S2281,Ependyma
V17272,S1088,Sic17ab
V17273,S2884,Dentate
V17274,S747,Cajal Retzius
V17275,S715,Polydendrocyte
V17276,S699,Sic17ab
V17277,S3843,Polydendrocyte
V17278,S4169,Neurogenesis
V17279,S978,Cajal Retzius
V17280,S3368,Fibroblast
V17281,S1935,Cajal Retzius
V17282,S4344,Polydendrocyte
V17283,S3312,Dentate
V17284,S1770,Neurogenesis
V17285,S402,Cajal Retzius
V17286,S1448,Cajal Retzius
V17287,S1542,Astrocyte
V17288,S2241,Microglia
V17289,S3317,Endothelial
V17290,S818,Sic17ab
V17291,S4057,Cajal Retzius
V17292,S346,Cajal Retzius
V17293,S2005,Neurogenesis
V17294,S2541,Dentate
V17295,S1289,Sic17ab
V17296,S569,Astrocyte
V17297,S2039,Astrocyte
V17298,S2481,Astrocyte
V17299,S1305,Dentate
V17300,S3892,Cajal Retzius
V17301,S2264,Entorhinal
V17302,S3761,Choroid
V17303,S4623,Cajal Retzius
V17304,S3436,Choroid
V17305,S1983,Neurogenesis
V17306,S3387,Ependyma
V17307,S3147,Cajal Retzius
V17308,S1246,Cajal Retzius
V17309,S2828,Cajal Retzius
V17310,S1803,Cajal Retzius
V17311,S1069,Astrocyte
V17312,S1413,Sic17ab
V17313,S2279,Ependyma
V17314,S602,Dentate
V17315,S383,Entorhinal
V17316,S2010,Neurogenesis
V17317,S2750,Cajal Retzius
V17318,S1781,CA1
V17319,S2392,Cajal Retzius
V17320,S646,Astrocyte
V17321,S4545,Neurogenesis
V17322,S4229,Neurogenesis
V17323,S1402,Dentate
V17324,S707,Cajal Retzius
V17325,S1090,Cajal Retzius
V17326,S325,Cajal Retzius
V17327,S3328,Cajal Retzius
V17328,S1520,Ependyma
V17329,S2557,Endothelial
V17330,S2473,Neurogenesis
V17331,S3652,Cajal Retzius
V17332,S2181,Neurogenesis
V17333,S4330,Ependyma
V17334,S2251,Cajal Retzius
V17335,S4374,Cajal Retzius
V17336,S1543,Microglia
V17337,S3308,Cajal Retzius
V17338,S2674,Cajal Retzius
V17339,S2396,Sic17ab
V17340,S2805,Sic17ab
V17341,S1184,Polydendrocyte
V17342,S1266,Fibroblast
V17343,S2514,Ependyma
V17344,S3530,Microglia
V17345,S2931,Ependyma
V17346,S4446,Ependyma
V17347,S3885,Astrocyte
V17348,S1430,Dentate
V17349,S1644,CA1
V17350,S3284,Dentate
V17351,S926,Dentate
V17352,S3186,Cajal Retzius
V17353,S1288,Cajal Retzius
V17354,S2166,Cajal Retzius
V17355,S2770,Polydendrocyte
V17356,S1314,Gad2
V17357,S4655,Polydendrocyte
V17358,S268,Cajal Retzius
V17359,S1512,Cajal Retzius
V17360,S3654,Dentate
V17361,S1910,Cajal Retzius
V17362,S3075,Polydendrocyte
V17363,S952,Fibroblast
V17364,S524,Dentate
V17365,S3567,Choroid
V17366,S3060,Neurogenesis
V17367,S837,Sic17ab
V17368,S3135,CA1
V17369,S3630,Neurogenesis
V17370,S1526,Cajal Retzius
V17371,S3874,Astrocyte
V17372,S4511,Cajal Retzius
V17373,S3356,Oligodendrocyte
V17374,S558,Cajal Retzius
V17375,S1749,Neurogenesis
V17376,S1616,Microglia
V17377,S2502,Microglia
V17378,S639,Cajal Retzius
V17379,S353,Gad2
V17380,S2171,Dentate
V17381,S2378,Dentate
V17382,S61,Cajal Retzius
V17383,S229,Cajal Retzius
V17384,S2742,Neurogenesis
V17385,S912,Polydendrocyte
V17386,S1851,Cajal Retzius
V17387,S2315,Entorhinal
V17388,S2630,Cajal Retzius
V17389,S2346,Polydendrocyte
V17390,S3897,Cajal Retzius
V17391,S500,Cajal Retzius
V17392,S2542,Sic17ab
V17393,S1769,Sic17ab
V17394,S1128,Cajal Retzius
V17395,S3271,CA1
V17396,S243,Sic17ab
V17397,S460,Cajal Retzius
V17398,S341,Cajal Retzius
V17399,S306,Endothelial
V17400,S3638,Ependyma
V17401,S522,Gad2
V17402,S3696,Choroid
V17403,S3126,Microglia
V17404,S1573,Sic17ab
V17405,S4186,Neurogenesis
V17406,S1515,Sic17ab
V17407,S2024,Cajal Retzius
V17408,S1866,Dentate
V17409,S2115,Ependyma
V17410,S303,Sic17ab
V17411,S1564,Cajal Retzius
V17412,S1309,Sic17ab
V17413,S859,Dentate
V17414,S2504,Dentate
V17415,S2372,Cajal Retzius
V17416,S2947,Ependyma
V17417,S4084,Neurogenesis
V17418,S116,Cajal Retzius
V17419,S2037,Microglia
V17420,S224,Cajal Retzius
V17421,S3392,Dentate
V17422,S4274,Cajal Retzius
V17423,S3679,Ependyma
V17424,S2166,Dentate
V17425,S748,Cajal Retzius
V17426,S3270,Dentate
V17427,S3363,Microglia
V17428,S2305,Cajal Retzius
V17429,S3503,Choroid
V17430,S4117,Choroid
V17431,S3045,Cajal Retzius
V17432,S3661,Cajal Retzius
V17433,S1635,Neurogenesis
V17434,S1585,Cajal Retzius
V17435,S2349,Astrocyte
V17436,S1646,Dentate
V17437,S212,Cajal Retzius
V17438,S1487,Ependyma
V17439,S847,Neurogenesis
V17440,S4017,Cajal Retzius
V17441,S4162,Microglia
V17442,S2749,Neurogenesis
V17443,S3589,Neurogenesis
V17444,S3284,Dentate
V17445,S3043,Polydendrocyte
V17446,S4058,Cajal Retzius
V17447,S887,Neurogenesis
V17448,S165,Cajal Retzius
V17449,S970,Microglia
V17450,S2919,Cajal Retzius
V17451,S3132,Cajal Retzius
V17452,S281,Dentate
V17453,S982,Polydendrocyte
V17454,S3630,Astrocyte
V17455,S3725,Cajal Retzius
V17456,S425,Sic17ab
V17457,S1378,Neurogenesis
V17458,S2613,Neurogenesis
V17459,S1294,Cajal Retzius
V17460,S387,Cajal Retzius
V17461,S2877,Neurogenesis
V17462,S4566,Cajal Retzius
V17463,S2086,Neurogenesis
V17464,S1215,Fibroblast
V17465,S3622,Microglia
V17466,S1576,Cajal Retzius
V17467,S3355,Ependyma
V17468,S2790,Microglia
V17469,S1663,Dentate
V17470,S3269,Cajal Retzius
V17471,S3021,Choroid
V17472,S2702,Polydendrocyte
V17473,S2280,Fibroblast
V17474,S2174,Microglia
V17475,S1119,Ependyma
V17476,S2921,Polydendrocyte
V17477,S2933,Polydendrocyte
V17478,S3432,Neurogenesis
V17479,S1995,Endothelial
V17480,S3243,Ependyma
V17481,S2220,Dentate
V17482,S2820,Entorhinal
V17483,S2675,Ependyma
V17484,S4121,Dentate
V17485,S3096,Ependyma
V17486,S2415,Cajal Retzius
V17487,S4467,Cajal Retzius
V17488,S3865,Ependyma
V17489,S728,Microglia
V17490,S2658,Cajal Retzius
V17491,S3498,Dentate
V17492,S655,Cajal Retzius
V17493,S288,Microglia
V17494,S3058,Endothelial
V17495,S2352,Dentate
V17496,S3677,Endothelial
V17497,S2223,Neurogenesis
V17498,S3838,Cajal Retzius
V17499,S1709,Microglia
V17500,S1649,Microglia
V17501,S2109,Dentate
V17502,S2564,Neurogenesis
V17503,S3684,Choroid
V17504,S3469,Cajal Retzius
V17505,S442,Sic17ab
V17506,S3414,Neurogenesis
V17507,S4375,Cajal Retzius
V17508,S148,Gad2
V17509,S3093,Astrocyte
V17510,S1957,Ependyma
V17511,S1822,Cajal Retzius
V17512,S3143,Cajal Retzius
V17513,S3097,Astrocyte
V17514,S1201,Astrocyte
V17515,S1792,Dentate
V17516,S3022,Astrocyte
V17517,S3254,Polydendrocyte
V17518,S1768,Sic17ab
V17519,S3340,Endothelial
V17520,S2152,Dentate
V17521,S3601,Entorhinal
V17522,S1983,Neurogenesis
V17523,S2650,Neurogenesis
V17524,S463,Cajal Retzius
V17525,S3173,Astrocyte
V17526,S4605,Cajal Retzius
V17527,S3224,Fibroblast
V17528,S3500,Choroid
V17529,S829,Cajal Retzius
V17530,S1253,Dentate
V17531,S2166,Astrocyte
V17532,S1486,Cajal Retzius
V17533,S4052,Dentate
V17534,S1884,Astrocyte
V17535,S42,Cajal Retzius
V17536,S4186,Astrocyte
V17537,S1988,Cajal Retzius
V17538,S1951,Neurogenesis
V17539,S769,Dentate
V17540,S4296,Ependyma
V17541,S1111,Cajal Retzius
V17542,S2124,Cajal Retzius
V17543,S3314,Astrocyte
V17544,S483,Sic17ab
V17545,S3254,Microglia
V17546,S3581,Dentate
V17547,S2838,Polydendrocyte
V17548,S3468,Cajal Retzius
V17549,S1941,Neurogenesis
V17550,S965,Dentate
V17551,S1447,Cajal Retzius
V17552,S3556,Microglia
V17553,S1369,Sic17ab
V17554,S1027,Dentate
V17555,S3750,Astrocyte
V17556,S567,CA1
V17557,S1627,Entorhinal
V17558,S191,Cajal Retzius
V17559,S3834,Cajal Retzius
V17560,S1294,Dentate
V17561,S2348,Neurogenesis
V17562,S3470,Choroid
V17563,S3074,Neurogenesis
V17564,S416,Endothelial
V17565,S3742,Neurogenesis
V17566,S1368,Sic17ab
V17567,S3317,Astrocyte
V17568,S1241,Cajal Retzius
V17569,S2981,Oligodendrocyte
V17570,S3911,Neurogenesis
V17571,S2527,Neurogenesis
V17572,S1286,Microglia
V17573,S712,Dentate
V17574,S357,Sic17ab
V17575,S3584,Astrocyte
V17576,S2406,Astrocyte
V17577,S1135,Endothelial
V17578,S383,Cajal Retzius
V17579,S2529,Microglia
V17580,S2151,Dentate
V17581,S2847,Ependyma
V17582,S4084,Cajal Retzius
V17583,S1059,CA1
V17584,S4118,Cajal Retzius
V17585,S544,Neurogenesis
V17586,S4278,Ependyma
V17587,S1414,Dentate
V17588,S1674,Cajal Retzius
V17589,S354,Cajal Retzius
V17590,S961,Sic17ab
V17591,S1313,Cajal Retzius
V17592,S776,Cajal Retzius
V17593,S3841,Endothelial
V17594,S145,Neurogenesis
V17595,S2806,Cajal Retzius
V17596,S2174,Astrocyte
V17597,S1726,Cajal Retzius
V17598,S1816,Neurogenesis
V17599,S3596,Sic17ab
V17600,S2083,Cajal Retzius
V17601,S1093,Neurogenesis
V17602,S1611,Microglia
V17603,S1590,Neurogenesis
V17604,S1596,Cajal Retzius
V17605,S4648,Cajal Retzius
V17606,S2469,Sic17ab
V17607,S3506,Ependyma
V17608,S766,Sic17ab
V17609,S3063,Neurogenesis
V17610,S896,Ependyma
V17611,S385,CA1
V17612,S2343,Polydendrocyte
V17613,S3285,CA2CA3
V17614,S3766,Cajal Retzius
V17615,S786,Ependyma
V17616,S1090,Cajal Retzius
V17617,S1719,Ependyma
V17618,S832,Cajal Retzius
V17619,S2864,CA2CA3
V17620,S850,Cajal Retzius
V17621,S2896,Dentate
V17622,S2247,Cajal Retzius
V17623,S1874,Dentate
V17624,S104,Cajal Retzius
V17625,S4414,Neurogenesis
V17626,S1695,Sic17ab
V17627,S3676,Neurogenesis
V17628,S4104,Cajal Retzius
V17629,S3617,Microglia
V17630,S2393,Sic17ab
V17631,S1796,Cajal Retzius
V17632,S4308,Neurogenesis
V17633,S2455,Astrocyte
V17634,S3180,Polydendrocyte
V17635,S4264,Fibroblast
V17636,S422,Cajal Retzius
V17637,S2608,Cajal Retzius
V17638,S2150,Dentate
V17639,S2115,Polydendrocyte
V17640,S1486,Mural
V17641,S2660,Microglia
V17642,S1930,CA1
V17643,S3572,Cajal Retzius
V17644,S1589,Cajal Retzius
V17645,S2504,Dentate
V17646,S1238,Neurogenesis
V17647,S1498,Cajal Retzius
V17648,S2471,Cajal Retzius
V17649,S4119,Cajal Retzius
V17650,S454,Sic17ab
V17651,S3874,Endothelial
V17652,S148,Cajal Retzius
V17653,S4206,Dentate
V17654,S4067,Neurogenesis
V17655,S3587,Cajal Retzius
V17656,S698,Sic17ab
V17657,S1910,Cajal Retzius
V17658,S2789,Polydendrocyte
V17659,S746,Cajal Retzius
V17660,S595,Cajal Retzius
V17661,S4064,Cajal Retzius
V17662,S3374,Cajal Retzius
V17663,S2865,Dentate
V17664,S2828,Cajal Retzius
V17665,S1305,Dentate
V17666,S4184,Astrocyte
V17667,S1364,Endothelial
V17668,S4388,Cajal Retzius
V17669,S743,Cajal Retzius
V17670,S3751,Ependyma
V17671,S3624,Astrocyte
V17672,S3393,Microglia
V17673,S1621,Astrocyte
V17674,S2098,Cajal Retzius
V17675,S4209,Dentate
V17676,S1576,CA1
V17677,S3861,Choroid
V17678,S2657,Sic17ab
V17679,S1265,Dentate
V17680,S2808,Dentate
V17681,S1864,Astrocyte
V17682,S2311,Entorhinal
V17683,S3187,Cajal Retzius
V17684,S532,Dentate
V17685,S4066,Cajal Retzius
V17686,S682,Cajal Retzius
V17687,S1777,Cajal Retzius
V17688,S2249,Cajal Retzius
V17689,S2006,Gad2
V17690,S3107,Ependyma
V17691,S2418,Neurogenesis
V17692,S2118,Neurogenesis
V17693,S4283,Microglia
V17694,S2365,Entorhinal
V17695,S538,Cajal Retzius
V17696,S4524,Neurogenesis
V17697,S1934,Neurogenesis
V17698,S140,Cajal Retzius
V17699,S681,Neurogenesis
V17700,S3940,Dentate
V17701,S994,Gad2
V17702,S1803,Microglia
V17703,S579,Entorhinal
V17704,S1815,Cajal Retzius
V17705,S3183,Ependyma
V17706,S1802,Fibroblast
V17707,S3917,Neurogenesis
V17708,S302,Cajal Retzius
V17709,S3977,Cajal Retzius
V17710,S1367,Sic17ab
V17711,S1726,Dentate
V17712,S3622,Ependyma
V17713,S2044,Astrocyte
V17714,S1365,Cajal Retzius
V17715,S2705,Endothelial
V17716,S2924,Dentate
V17717,S170,Cajal Retzius
V17718,S3001,Polydendrocyte
V17719,S655,Microglia
V17720,S3350,Neurogenesis
V17721,S950,Neurogenesis
V17722,S1184,Polydendrocyte
V17723,S38,Gad2
V17724,S583,Cajal Retzius
V17725,S3051,Cajal Retzius
V17726,S1383,Gad2
V17727,S3351,Cajal Retzius
V17728,S4385,Cajal Retzius
V17729,S1582,Cajal Retzius
V17730,S1654,Gad2
V17731,S2190,Microglia
V17732,S2208,Choroid
V17733,S1372,Sic17ab
V17734,S1140,Endothelial
V17735,S2885,Dentate
V17736,S1743,Sic17ab
V17737,S4381,Cajal Retzius
V17738,S1882,Ependyma
V17739,S1245,Entorhinal
V17740,S2720,Dentate
V17741,S4334,Ependyma
V17742,S1949,Astrocyte
V17743,S397,Cajal Retzius
V17744,S1527,Cajal Retzius
V17745,S1297,Neurogenesis
V17746,S4103,Gad2
V17747,S805,Cajal Retzius
V17748,S2502,Neurogenesis
V17749,S2059,Microglia
V17750,S1316,Cajal Retzius
V17751,S3316,Microglia
V17752,S4411,Ependyma
V17753,S3593,Cajal Retzius
V17754,S2842,Sic17ab
V17755,S510,Cajal Retzius
V17756,S1438,Entorhinal
V17757,S3896,Entorhinal
V17758,S2082,Cajal Retzius
V17759,S2445,Neurogenesis
V17760,S3696,Choroid
V17761,S1938,Sic17ab
V17762,S1533,Polydendrocyte
V17763,S3269,Dentate
V17764,S1433,Astrocyte
V17765,S3365,Fibroblast
V17766,S4227,Neurogenesis
V17767,S3387,Ependyma
V17768,S2836,Astrocyte
V17769,S704,Cajal Retzius
V17770,S1299,Ependyma
V17771,S3635,Choroid
V17772,S1451,Cajal Retzius
V17773,S3379,Dentate
V17774,S1204,Ependyma
V17775,S2516,Endothelial
V17776,S4103,Sic17ab
V17777,S2761,Cajal Retzius
V17778,S3119,Sic17ab
V17779,S2748,Cajal Retzius
V17780,S2512,Astrocyte
V17781,S1735,Cajal Retzius
V17782,S311,Cajal Retzius
V17783,S1345,Cajal Retzius
V17784,S3599,Astrocyte
V17785,S3015,CA1
V17786,S1220,Microglia
V17787,S2228,Neurogenesis
V17788,S2675,Entorhinal
V17789,S1091,Cajal Retzius
V17790,S4127,Cajal Retzius
V17791,S1828,Microglia
V17792,S2061,Cajal Retzius
V17793,S3967,Astrocyte
V17794,S472,Ependyma
V17795,S24,Cajal Retzius
V17796,S1413,Neurogenesis
V17797,S3368,Choroid
V17798,S3717,Microglia
V17799,S861,Neurogenesis
V17800,S3791,Microglia
V17801,S362,Sic17ab
V17802,S1811,Neurogenesis
V17803,S154,Cajal Retzius
V17804,S831,Sic17ab
V17805,S1291,Neurogenesis
V17806,S4289,Cajal Retzius
V17807,S582,Dentate
V17808,S188,Sic17ab
V17809,S3894,Cajal Retzius
V17810,S3632,Choroid
V17811,S1526,Astrocyte
V17812,S517,Cajal Retzius
V17813,S3543,Neurogenesis
V17814,S3233,Endothelial
V17815,S3455,Gad2
V17816,S2440,Microglia
V17817,S2694,Oligodendrocyte
V17818,S1569,Fibroblast
V17819,S3971,Sic17ab
V17820,S2677,Cajal Retzius
V17821,S4307,Cajal Retzius
V17822,S2815,Neurogenesis
V17823,S1720,Astrocyte
V17824,S2848,Polydendrocyte
V17825,S582,Cajal Retzius
V17826,S2326,Ependyma
V17827,S1310,Cajal Retzius
V17828,S3502,Choroid
V17829,S2719,Dentate
V17830,S2789,Cajal Retzius
V17831,S1770,Polydendrocyte
V17832,S1743,Cajal Retzius
V17833,S3530,Cajal Retzius
V17834,S2401,Sic17ab
V17835,S2816,Microglia
V17836,S4246,Cajal Retzius
V17837,S2616,Polydendrocyte
V17838,S3928,Sic17ab
V17839,S2949,Polydendrocyte
V17840,S3133,Neurogenesis
V17841,S3873,Astrocyte
V17842,S2837,Ependyma
V17843,S4500,Neurogenesis
V17844,S1545,CA1
V17845,S2082,Cajal Retzius
V17846,S1308,Cajal Retzius
V17847,S3955,Neurogenesis
V17848,S958,Mural
V17849,S4554,Neurogenesis
V17850,S1203,Astrocyte
V17851,S2223,Cajal Retzius
V17852,S2524,Cajal Retzius
V17853,S1192,Astrocyte
V17854,S500,Cajal Retzius
V17855,S902,Cajal Retzius
V17856,S2776,Polydendrocyte
V17857,S4388,Cajal Retzius
V17858,S253,Neurogenesis
V17859,S4131,Cajal Retzius
V17860,S4242,Polydendrocyte
V17861,S3380,CA1
V17862,S4152,Dentate
V17863,S2469,Dentate
V17864,S2239,Sic17ab
V17865,S2176,Dentate
V17866,S479,Entorhinal
V17867,S2997,Microglia
V17868,S3600,Cajal Retzius
V17869,S287,Cajal Retzius
V17870,S698,Polydendrocyte
V17871,S1908,Cajal Retzius
V17872,S4096,Neurogenesis
V17873,S69,Cajal Retzius
V17874,S544,Dentate
V17875,S88,Cajal Retzius
V17876,S3970,Cajal Retzius
V17877,S3399,Dentate
V17878,S3009,Cajal Retzius
V17879,S2071,Cajal Retzius
V17880,S1643,Sic17ab
V17881,S2070,Neurogenesis
V17882,S4276,Cajal Retzius
V17883,S3742,Cajal Retzius
V17884,S1626,Neurogenesis
V17885,S1391,Polydendrocyte
V17886,S1592,Cajal Retzius
V17887,S4507,Cajal Retzius
V17888,S34,Cajal Retzius
V17889,S1663,Sic17ab
V17890,S2297,Ependyma
V17891,S2365,Neurogenesis
V17892,S1243,Cajal Retzius
V17893,S70,Cajal Retzius
V17894,S3439,Fibroblast
V17895,S2167,Cajal Retzius
V17896,S3810,Cajal Retzius
V17897,S4622,Neurogenesis
V17898,S569,Ependyma
V17899,S2539,Cajal Retzius
V17900,S1228,Cajal Retzius
V17901,S3695,Choroid
V17902,S2180,Neurogenesis
V17903,S1934,Microglia
V17904,S1082,Neurogenesis
V17905,S3758,Cajal Retzius
V17906,S3947,Choroid
V17907,S638,Endothelial
V17908,S2402,Sic17ab
V17909,S367,Dentate
V17910,S3554,Cajal Retzius
V17911,S3554,Dentate
V17912,S1800,Sic17ab
V17913,S2114,Neurogenesis
V17914,S3021,Astrocyte
V17915,S512,Cajal Retzius
V17916,S3808,Dentate
V17917,S1523,Gad2
V17918,S3599,Cajal Retzius
V17919,S4255,Dentate
V17920,S79,Cajal Retzius
V17921,S4530,Cajal Retzius
V17922,S946,Cajal Retzius
V17923,S1606,Neurogenesis
V17924,S2005,Cajal Retzius
V17925,S1917,Astrocyte
V17926,S1904,Endothelial
V17927,S291,Cajal Retzius
V17928,S2079,Dentate
V17929,S1045,Dentate
V17930,S2809,Dentate
V17931,S345,Cajal Retzius
V17932,S801,Cajal Retzius
V17933,S1133,Cajal Retzius
V17934,S1990,Neurogenesis
V17935,S139,Cajal Retzius
V17936,S192,Cajal Retzius
V17937,S1022,Choroid
V17938,S1616,Cajal Retzius
V17939,S3576,Ependyma
V17940,S4155,Cajal Retzius
V17941,S3094,Astrocyte
V17942,S3209,CA1
V17943,S2880,Cajal Retzius
V17944,S2335,Cajal Retzius
V17945,S358,Cajal Retzius
V17946,S3393,Cajal Retzius
V17947,S1237,Entorhinal
V17948,S3692,Ependyma
V17949,S862,Dentate
V17950,S2745,Cajal Retzius
V17951,S3929,Astrocyte
V17952,S2953,Cajal Retzius
V17953,S2633,Fibroblast
V17954,S681,Cajal Retzius
V17955,S970,Cajal Retzius
V17956,S384,Sic17ab
V17957,S3582,Choroid
V17958,S1994,Cajal Retzius
V17959,S1121,Dentate
V17960,S3097,Cajal Retzius
V17961,S3665,Choroid
V17962,S825,Cajal Retzius
